Date,Startup Name,Industry,Sub-Vertical,City,Investors’ Name,Investment Type,Amount (In USD),Year,Funding Segment
2018-02-16,Fincash,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,150000.0,2018,Small Startup
2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Diagnostic Labs aggregator platform,Gurugram,Multiple investors,Seed Funding,150000.0,2015,Small Startup
2016-10-18,3Dexter,Technology,3D Printing Solutions for Edu space,Delhi,Newbie Promoters,Seed Funding,150000.0,2016,Small Startup
2015-09-04,Clapsnslaps,Online Movie Review Platform,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,2015,Small Startup
2016-06-22,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,150000.0,2016,Small Startup
2017-04-10,Omnify,Technology,SaaS platform for SMEs,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000.0,2017,Small Startup
2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,Online City & Lifestyle Guide,Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000.0,2015,Small Startup
2016-11-30,Indofash,ECommerce,Ethnic Indian Fashion Marketplace,Bengaluru,"Shekhar Sahu, Nitesh Pant",Seed Funding,150000.0,2016,Small Startup
2016-07-29,Appsay,Consumer Internet,Customer Engagement Platform,Pune,"Shreyans Shah, Mayank Shah",Seed Funding,150000.0,2016,Small Startup
2016-06-21,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,150000.0,2016,Small Startup
2016-02-24,Pocketin,Consumer Internet,Hotel reservations & Deal platform,Noida,Swastika Company Ltd,Seed Funding,150000.0,2016,Small Startup
2015-03-11,Fitraq.com,Industry / Vertical,Sub-Vertical,City / Location,Tarun Arora,Seed Funding,150000.0,2015,Small Startup
2016-06-21,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,150000.0,2016,Small Startup
2016-01-05,360Ride,Consumer Internet,Ride Sharing platform,Bengaluru,Undisclosed,Seed Funding,150000.0,2016,Small Startup
2015-09-18,Briston Technomach,Internet of Things platform,Internet of Things platform,Delhi,Undisclosed,Seed Funding,150000.0,2015,Small Startup
2015-11-09,Skoov.com,eCommerce Product Search Engine,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,150000.0,2015,Small Startup
2016-11-02,LaundryAnna,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Bengaluru,Undisclosed Investors,Seed Funding,150000.0,2016,Small Startup
2016-05-04,MyDentistChoice,ECommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,150000.0,2016,Small Startup
2015-11-20,OUWT,Nightlife Discovery Mobile App,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,150000.0,2015,Small Startup
2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed Funding,150000.0,2016,Small Startup
2015-11-03,boibanit,Online Food Ordering Marketplace,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,2015,Small Startup
2016-01-25,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed ,150000.0,2016,Small Startup
2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,150000.0,2016,Small Startup
2015-11-05,BookMyBai,Domestic Help Aggregation platform,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,2015,Small Startup
2017-03-31,Jhakaas,Consumer Internet,Offline Business Aggregator App,Mumbai,"Malini Patel, Stelcore Management Services, Anjani Prasad",Seed Funding,155000.0,2017,Small Startup
2017-04-19,IOTrek,Technology,IoT Platform for Bus,Delhi,Undisclosed Investor,Seed Funding,155000.0,2017,Small Startup
2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,Online Diagnostic Tests Marketplace,Delhi,Group of Angel Investors,Seed Funding,156000.0,2015,Small Startup
2015-08-28,RollMafia,QSR Restaurant Chain,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,160000.0,2015,Small Startup
2016-01-07,Infurnia,Consumer Internet,Online Furniture Customization platform,Bengaluru,Idein Ventures,Seed Funding,160000.0,2016,Small Startup
2016-01-29,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed ,160000.0,2016,Small Startup
2015-08-17,Sampurnearth,Waste Management Solutions,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,2015,Small Startup
2015-03-24,Cubito,Industry / Vertical,Sub-Vertical,City / Location,Sol Primero,Seed Funding,160000.0,2015,Small Startup
2015-02-25,TaxSutra,Industry / Vertical,Sub-Vertical,City / Location,"V Balakrishnan, T V Mohandas Pai",Seed,160000.0,2015,Small Startup
2016-02-24,Sayfix,Consumer Internet,Hyperlocal Home Services Provider,Bengaluru,Yajnanarayana Kammaje,Seed Funding,160000.0,2016,Small Startup
2015-01-16,eKincare,Industry / Vertical,Sub-Vertical,City / Location,Adroitent Pvt. Ltd.,Seed Funding,161000.0,2015,Small Startup
2015-07-02,Zenatix,Internet of Things platform,Internet of Things platform,Gurugram,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015,Small Startup
2016-12-21,Vegetall,ECommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,162000.0,2016,Small Startup
2015-04-07,Pricejugaad,Price Comparison,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000.0,2015,Small Startup
2015-04-09,Changer Mints,Digital / Mobile Wallet,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,165000.0,2015,Small Startup
2015-03-16,The Better India,Industry / Vertical,Sub-Vertical,City / Location,I-cube-N,Seed Funding,166000.0,2015,Small Startup
2015-03-16,Digital Gorkha,Industry / Vertical,Sub-Vertical,City / Location,Ramesh kavediya,Seed Funding,166000.0,2015,Small Startup
2015-07-30,Noodle Play,Chinese food delivery,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000.0,2015,Small Startup
2015-07-30,MadRat Games,Educational Board Games,Educational Board Games,Bengaluru,"Kunal Bahl, Rohit Bansal",Seed Funding,168000.0,2015,Small Startup
2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000.0,2017,Small Startup
2018-07-13,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,175000.0,2018,Small Startup
2016-05-31,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000.0,2016,Small Startup
2015-11-16,Absentia,Virtual Reality Headset creator,Virtual Reality Headset creator,Bengaluru,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,2015,Small Startup
2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0,2016,Small Startup
2018-07-24,kidovators,Ed-Tech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180000.0,2018,Small Startup
2015-03-20,CollateBox,Industry / Vertical,Sub-Vertical,City / Location,LetsVenture,Seed Funding,180000.0,2015,Small Startup
2016-09-29,Promon,ECommerce,Local Commerce Platform,Delhi,Now Capital,Seed Funding,180000.0,2016,Small Startup
2018-07-12,19th mile,IT,Artificial intelligence-based sales acceleration software platform,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,180000.0,2018,Small Startup
2016-05-03,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,180000.0,2016,Small Startup
2015-05-27,FleetRover,Logistics Intelligence,Logistics Intelligence,Goa,"Tim Chen, Sanjay Venkat",Seed Funding,180000.0,2015,Small Startup
2016-01-29,Aisle,Consumer Internet,Indians focused Matchmaking App,Bengaluru,"TermSheet, ah! Ventures",Seed ,185000.0,2016,Small Startup
2017-08-20,Rootefy,ECommerce,Building material online store,Delhi,"Abhinav Gupta,",Seed Funding,187000.0,2017,Small Startup
2015-10-12,Zify,Ride Sharing platform,Ride Sharing platform,Hyderabad,Sean O’Sullivan & Others,Seed Funding,190000.0,2015,Small Startup
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bengaluru,"Ravi Saxena, Sandeep Raju,",Seed Funding,191000.0,2017,Small Startup
2016-08-08,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Funding,200000.0,2016,Small Startup
2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0,2016,Small Startup
2015-04-09,Gadgetwood,Device Repair Svcs,Device Repair Svcs,Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,",Seed Funding,200000.0,2015,Small Startup
2015-11-02,Twigly,Online Food Ordering & Delivery platform,Online Food Ordering & Delivery platform,Gurugram,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,2015,Small Startup
2016-05-30,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0,2016,Small Startup
2016-06-08,MySeniorDoctor,Consumer Internet,Online medical support platform,Gurugram,BlackJag Partners,Seed Funding,200000.0,2016,Small Startup
2016-07-04,StitchWood,ECommerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,200000.0,2016,Small Startup
2016-09-15,infeedo,Consumer Internet,Employee engagement platform,Gurugram,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,  Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Funding,200000.0,2016,Small Startup
2016-11-30,Entropika,Technology,"AI, Machine learning Solutions",Bengaluru,"Dileep Bhatt, Milind Chaudhary",Seed Funding,200000.0,2016,Small Startup
2016-05-04,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,200000.0,2016,Small Startup
2016-05-04,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,200000.0,2016,Small Startup
2015-01-22,Corporate360,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,200000.0,2015,Small Startup
2015-01-20,HealthyWorld.in,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,200000.0,2015,Small Startup
2015-03-18,wWhere,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,200000.0,2015,Small Startup
2015-01-19,HealthyWorld.in,Industry / Vertical,Sub-Vertical,City / Location,Group of Angel Investors,Seed Funding,200000.0,2015,Small Startup
2016-07-28,Neuron,Technology,Machine Learning Platform,Delhi,"Harvinder Singh Bhatia, TLabs Accelerator",Seed Funding,200000.0,2016,Small Startup
2016-09-08,BuildTraders,ECommerce,Online Construction Materials Marketplace,Bengaluru,Idein Ventures,Seed Funding,200000.0,2016,Small Startup
2016-06-08,6Degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,200000.0,2016,Small Startup
2017-07-26,ThinkerBell,Consumer Internet,Assisted Learning Startup,Bengaluru,"Indian Angel Network, Anand Mahindra",Seed Funding,200000.0,2017,Small Startup
2016-01-22,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed ,200000.0,2016,Small Startup
2016-11-01,PickMyLaundry,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Delhi,"Kedar Lele, GHV Accelerator",Seed Funding,200000.0,2016,Small Startup
2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,200000.0,2016,Small Startup
2015-05-26,Goodbox,On-Demand Business messaging,On-Demand Business messaging,Bengaluru,Manipal Group,Seed Funding,200000.0,2015,Small Startup
2016-08-01,Medinfi,Consumer Internet,Doctor & Clinic  Discovery Platform,Bengaluru,"Mudit Saxena, Evan Lim",Seed Funding,200000.0,2016,Small Startup
2016-08-23,Octo.ai,Technology,Artificial Intelligence based marketing platform,Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,200000.0,2016,Small Startup
2015-12-18,CBREX,International Hiring Platform,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000.0,2015,Small Startup
2018-05-28,HWell24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd ",Seed/ Angel Funding,200000.0,2018,Small Startup
2015-12-14,Cabsguru,Cab search Comparison & Booking platform,Cab search Comparison & Booking platform,Delhi,Prashanth Ranganathan,Seed Funding,200000.0,2015,Small Startup
2020-07-14,FLYX,OTT Player,Streaming Social Network,New York and Delhi,"Raj Mishra, founder of AIT Global Inc",pre-Seed,200000.0,2020,Small Startup
2016-04-11,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,200000.0,2016,Small Startup
2015-11-17,Smytten,Online Products Discovery Platform,Online Products Discovery Platform,Gurugram,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,2015,Small Startup
2016-05-04,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,200000.0,2016,Small Startup
2015-04-04,Bluegape,Web Content Publishing,Web Content Publishing,Gurugram,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000.0,2015,Small Startup
2015-10-28,Smartivity.in,Virtual Reality activity based learning platform,Virtual Reality activity based learning platform,Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,2015,Small Startup
2017-07-21,Brick2Wall,ECommerce,Online Marketplace for Construction Material,Gurugram,"Subramani Somasundaram, Sundeep Sahni, Mayank Mittal & Others",Seed Funding,200000.0,2017,Small Startup
2017-03-16,Fitso,Consumer Internet,Fitness Mobile App,Gurugram,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,200000.0,2017,Small Startup
2015-11-05,MyIndianStay,Home Stay & room rentals platform,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,200000.0,2015,Small Startup
2017-11-17,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/Angel Funding,200000.0,2017,Small Startup
2016-03-29,QikShip,Consumer Internet,Mobile based Logistics provider,Delhi,undisclosed investors,Seed Funding,200000.0,2016,Small Startup
2016-12-12,Rupaiya Exchange,Consumer Internet,P2P Lending platform,Delhi,Undisclosed Investors,Seed Funding,200000.0,2016,Small Startup
2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,200000.0,2016,Small Startup
2019-04-12,Azah,Health and Wellness,Organic wellness ,Gurugram,Unnamed angel investors,Seed Funding,200000.0,2019,Small Startup
2016-01-15,Fitso,Consumer Internet,Fitness related Social Networking App & Forum,Gurugram,"Varun Khurana, Samar Singla, Vinay Bansal,",Seed Funding,200000.0,2016,Small Startup
2016-10-03,World Art Community,ECommerce,Art & Craft Marketplace,Gurugram,Viraj Tyagi & Others,Seed Funding,200000.0,2016,Small Startup
2015-05-04,World Art Community,Online Art Marketplace,Online Art Marketplace,Gurugram,Viraj Tyagi & others,Seed Funding,200000.0,2015,Small Startup
2015-03-14,Orobind,Industry / Vertical,Sub-Vertical,City / Location,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,200000.0,2015,Small Startup
2015-09-07,Prozo,Study Material Marketplace,Study Material Marketplace,Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015,Small Startup
2016-08-11,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Funding,209000.0,2016,Small Startup
2016-06-23,The Uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,210000.0,2016,Small Startup
2017-06-21,Fabulyst,Technology,Artificial Intelligence based platform,Hyderabad,iBhubs,Seed Funding,215000.0,2017,Small Startup
2016-11-30,Chai Thela,Food & Beverage,Quick Service Restaurants,Noida,Quarizon,Seed Funding,218000.0,2016,Small Startup
2016-06-30,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Funding,220000.0,2016,Small Startup
2015-08-17,Edu4Share,Exam Preparation Platform,Exam Preparation Platform,Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,2015,Small Startup
2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000.0,2017,Small Startup
2016-03-14,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0,2016,Small Startup
2016-08-03,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurugram,Brand Capital,Seed Funding,225000.0,2016,Small Startup
2018-05-07,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,Not Disclosed,Seed / Angel Funding,225000.0,2018,Small Startup
2016-06-21,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,225000.0,2016,Small Startup
